2023-06-06 06:14:54.751672|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.7 (2022-06-20 12:21:53)
2023-06-06 06:14:54.752670|INFO    |ServerLibPriv |   |SystemInformation: Windows 10 (22621) x64 (AMD or Intel) Binary: 64bit
2023-06-06 06:14:54.752670|INFO    |ServerLibPriv |   |Using hardware aes
2023-06-06 06:14:54.755668|INFO    |DatabaseQuery |   |dbPlugin name:    SQLite3 plugin, Version 3, (c)TeamSpeak Systems GmbH
2023-06-06 06:14:54.755668|INFO    |DatabaseQuery |   |dbPlugin version: 3.11.1
2023-06-06 06:14:54.757177|INFO    |DatabaseQuery |   |checking database integrity (may take a while)
2023-06-06 06:14:54.790316|INFO    |SQL           |   |db_CreateTables() tables created
2023-06-06 06:14:54.841990|WARNING |Accounting    |   |Unable to open licensekey.dat, falling back to limited functionality
2023-06-06 06:14:54.845992|INFO    |Accounting    |   |Licensing Information
2023-06-06 06:14:54.845992|INFO    |Accounting    |   |licensed to       : Anonymous
2023-06-06 06:14:54.845992|INFO    |Accounting    |   |type              : No License
2023-06-06 06:14:54.845992|INFO    |Accounting    |   |starting date     : Tue Feb  1 00:00:00 2022
2023-06-06 06:14:54.845992|INFO    |Accounting    |   |ending date       : Thu Jul  1 00:00:00 2027
2023-06-06 06:14:54.845992|INFO    |Accounting    |   |max virtualservers: 1
2023-06-06 06:14:54.845992|INFO    |Accounting    |   |max slots         : 32
2023-06-06 06:14:56.813178|INFO    |              |   |Puzzle precompute time: 1937
2023-06-06 06:14:56.816180|INFO    |FileManager   |   |listening on 0.0.0.0:30033, [::]:30033
2023-06-06 06:14:56.817690|INFO    |VirtualSvrMgr |   |executing monthly interval
2023-06-06 06:14:56.818700|INFO    |VirtualSvrMgr |   |reset virtualserver traffic statistics
2023-06-06 06:14:56.858818|INFO    |Query         |   |Using a query thread pool size of 2
2023-06-06 06:14:56.898457|INFO    |Query         |   |listening for query on 0.0.0.0:10011, [::]:10011
2023-06-06 06:14:56.898457|INFO    |              |   |creating QUERY_SSH_RSA_HOST_KEY file: ssh_host_rsa_key
2023-06-06 06:14:57.378993|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2023-06-06 06:15:13.860121|INFO    |Query         |   |listening for ssh query on 0.0.0.0:10022, [::]:10022
2023-06-06 06:15:13.861118|INFO    |Query         |   |listening for http query on 0.0.0.0:10080, [::]:10080
2023-06-06 06:15:13.884191|INFO    |CIDRManager   |   |updated query_ip_allowlist ips: 127.0.0.1/32, ::1/128, 
2023-06-06 10:55:25.081968|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.084474|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.661455|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.661455|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.669980|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.669980|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.669980|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.681153|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.682151|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.701792|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.701792|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.722218|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.722218|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.762241|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.803839|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.803839|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.825413|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.825413|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.884549|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.884549|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:25.986532|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.144387|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.144387|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.144387|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.145395|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.145395|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.183535|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.185558|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.186555|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.186555|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.186555|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.209134|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.209134|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.209134|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.209134|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.210134|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.210134|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.210134|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.210134|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.210134|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.210134|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.211133|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.211133|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.212132|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.212132|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.212132|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.230177|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.230177|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.250242|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.251241|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.341477|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.342476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.342476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.342476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.342476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.342476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.342476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.342476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.342476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.342476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.342476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.343476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.343476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.343476|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.424247|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.424247|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.466545|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.466545|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.659511|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.659511|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.659511|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.659511|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.659511|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.713578|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.714086|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.714086|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.714086|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.714086|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.727641|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.731638|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.731638|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
2023-06-06 10:55:26.731638|ERROR   |UDPServers    |   |Connessione in corso interrotta forzatamente dall'host remoto
