2023-06-08 19:17:41.934156|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.7 (2022-06-20 12:21:53)
2023-06-08 19:17:41.935156|INFO    |ServerLibPriv |   |SystemInformation: Windows 10 (22621) x64 (AMD or Intel) Binary: 64bit
2023-06-08 19:17:41.935156|INFO    |ServerLibPriv |   |Using hardware aes
2023-06-08 19:17:41.937160|INFO    |DatabaseQuery |   |dbPlugin name:    SQLite3 plugin, Version 3, (c)TeamSpeak Systems GmbH
2023-06-08 19:17:41.937160|INFO    |DatabaseQuery |   |dbPlugin version: 3.11.1
2023-06-08 19:17:41.938671|INFO    |DatabaseQuery |   |checking database integrity (may take a while)
2023-06-08 19:17:42.015950|WARNING |Accounting    |   |Unable to open licensekey.dat, falling back to limited functionality
2023-06-08 19:17:42.022478|INFO    |Accounting    |   |Licensing Information
2023-06-08 19:17:42.022478|INFO    |Accounting    |   |licensed to       : Anonymous
2023-06-08 19:17:42.022478|INFO    |Accounting    |   |type              : No License
2023-06-08 19:17:42.022478|INFO    |Accounting    |   |starting date     : Tue Feb  1 00:00:00 2022
2023-06-08 19:17:42.022478|INFO    |Accounting    |   |ending date       : Thu Jul  1 00:00:00 2027
2023-06-08 19:17:42.022478|INFO    |Accounting    |   |max virtualservers: 1
2023-06-08 19:17:42.022478|INFO    |Accounting    |   |max slots         : 32
2023-06-08 19:17:43.637204|INFO    |              |   |Puzzle precompute time: 1587
2023-06-08 19:17:43.639722|INFO    |FileManager   |   |listening on 0.0.0.0:30033, [::]:30033
2023-06-08 19:17:43.724001|INFO    |Query         |   |Using a query thread pool size of 2
2023-06-08 19:17:43.850548|INFO    |Query         |   |listening for query on 0.0.0.0:10011, [::]:10011
2023-06-08 19:17:43.852549|INFO    |Query         |   |listening for ssh query on 0.0.0.0:10022, [::]:10022
2023-06-08 19:17:43.853548|INFO    |Query         |   |listening for http query on 0.0.0.0:10080, [::]:10080
2023-06-08 19:17:43.854549|INFO    |CIDRManager   |   |updated query_ip_allowlist ips: 127.0.0.1/32, ::1/128, 
2023-06-08 19:17:45.790561|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
